Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
[107]    0.0    0.00    0.00    1535         camlFormat__make_formatter_1422 [107]
                0.00    0.00    1535/3426        camlFormat__pp_get_formatter_out_functions_1383 [94]
-----------------------------------------------
                0.00    0.00     183/1535        camlGraph__Blocks__fun_11581 [18877]
                0.00    0.00     368/1535        camlGraph__Blocks__unsafe_remove_edge_e_3189 [19059]
                0.00    0.00     984/1535        camlGraph__Imperative__add_edge_7506 [19660]
[108]    0.0    0.00    0.00    1535         camlFormat__pp_print_tbreak_1316 [108]
                0.00    0.00    1447/130317      camlMosynth__entry <cycle 1> [66]
-----------------------------------------------
                                 142             camlGenlex__next_token_1071 <cycle 1> [140]
                0.00    0.00       1/130317      camlSexplib__Conv__fun_2101 [21549]
                0.00    0.00      43/130317      camlGenlex__store_1019 [189]
                0.00    0.00      43/130317      camlWeak__test_shrink_bucket_1132 <cycle 3> [169]
                0.00    0.00     150/130317      camlWeak__next_sz_1128 [172]
                0.00    0.00     353/130317      camlWeak__loop_1207 [141]
                0.00    0.00     654/130317      camlWeak__fun_1436 [218]
[109]    0.0    0.00    0.00    1386         camlLazy__entry <cycle 1> [109]
                                3545             camlMosynth__entry <cycle 1> [66]
                                3539             camlWeak__loop_1164 <cycle 1> [85]
-----------------------------------------------
                0.00    0.00       1/1323        camlCore__Core_filename__fun_5189 [2017]
                0.00    0.00       2/1323        camlMoGeneration__process_4467 [239]
                0.00    0.00       2/1323        camlMoSmt__create_vars_1803 [199]
                0.00    0.00       2/1323        camlMoSmt__lt_bool_1831 [43]
                0.00    0.00       8/1323        camlMoSmt__inc_1824 [22]
                0.00    0.00      10/1323        camlMoSmt__dup_1816 <cycle 2> [263]
                0.00    0.00      10/1323        camlMoSmt__msg_1828 [29]
                0.00    0.00      13/1323        camlHashtbl__remove_1086 [336]
                0.00    0.00      16/1323        camlMoStack__cmp_prev_1833 <cycle 2> [67]
                0.00    0.00      16/1323        camlMoSmt__nextiv_1834 <cycle 2> [215]
                0.00    0.00      22/1323        camlMoGraph__run_6088 [230]
                0.00    0.00      26/1323        camlHashtbl__find_rec_1094 [20593]
                0.00    0.00      40/1323        camlMoGraph__step_6073 <cycle 2> [148]
                0.00    0.00      86/1323        camlMoGraph__get_parent_edge_6036 [174]
                0.00    0.00     159/1323        camlPa_bench_lib__Benchmark_accumulator__entry [21009]
                0.00    0.00     910/1323        camlPa_bench_lib__Benchmark_accumulator__loop_1054 [21016]
[110]    0.0    0.00    0.00    1323         camlGc__print_stat_1043 [110]
                0.00    0.00    1083/130317      camlString__entry <cycle 1> [112]
-----------------------------------------------
                0.00    0.00       4/1154        camlCore__Zone__fun_25983 [6849]
                0.00    0.00      30/1154        camlCore__Zone__fun_25573 [6814]
                0.00    0.00      30/1154        camlCore__Zone__sexp_of_t_2697 [6909]
                0.00    0.00      30/1154        camlCore__Zone__find_exn_11754 [6800]
                0.00    0.00      30/1154        camlCore__Zone__find_office_11757 [6802]
                0.00    0.00    1030/1154        camlPervasives__entry <cycle 1> [102]
[111]    0.0    0.00    0.00    1154         caml_format_exception [111]
-----------------------------------------------
                                   2             camlScanf__token_bool_1180 <cycle 1> [258]
                0.00    0.00       1/130317      camlMoGeneration__process_4467 [239]
                0.00    0.00       1/130317      camlPrintexc__fun_1205 [21186]
                0.00    0.00       1/130317      camlPrintexc__field_1010 [21180]
                0.00    0.00       2/130317      camlCore__entry [64]
                0.00    0.00       2/130317      camlCore_kernel__Core_string__fun_14086 [11824]
                0.00    0.00      10/130317      camlMoGraph__step_6073 <cycle 2> [148]
                0.00    0.00      11/130317      camlCore_kernel__Core_string__fun_14247 [11864]
                0.00    0.00      14/130317      camlCore__Zone__fun_25565 [6811]
                0.00    0.00      16/130317      camlMoStack__cmp_prev_1833 <cycle 2> [67]
                0.00    0.00    1083/130317      camlGc__print_stat_1043 [110]
[112]    0.0    0.00    0.00    1143         camlString__entry <cycle 1> [112]
                                1143             caml_parse_engine <cycle 1> [78]
                                1143             caml_gc_stat <cycle 1> [68]
-----------------------------------------------
                0.00    0.00       1/1127        camlWeak__loop_1183 <cycle 3> [128]
                0.00    0.00       1/1127        camlWeak__count_1126 [22801]
                0.00    0.00       4/1127        camlSexplib__Conv__find_auto_1514 [21511]
                0.00    0.00      10/1127        camlBytes__iter_1073 <cycle 2> [106]
                0.00    0.00      46/1127        camlGenlex__next_token_1071 <cycle 1> [140]
                0.00    0.00      90/1127        camlCamlinternalLazy__force_val_lazy_block_1015 [1302]
                0.00    0.00      95/1127        camlGenlex__make_lexer_1024 <cycle 3> [153]
                0.00    0.00     380/1127        camlLazy__from_val_1016 [20643]
                0.00    0.00     500/1127        camlCamlinternalLazy__force_1019 [1300]
[113]    0.0    0.00    0.00    1127         camlCamlinternalLazy__fun_1029 [113]
-----------------------------------------------
                0.00    0.00       1/1122        camlCore__entry [64]
                0.00    0.00       1/1122        camlSexplib__Exn_magic__fun_1209 [21640]
                0.00    0.00       1/1122        camlGraph__Dot__parse_1560 [19328]
                0.00    0.00       1/1122        camlRandom__entry [350]
                0.00    0.00       1/1122        camlScanf__scan_unsigned_int_1246 [21435]
                0.00    0.00       1/1122        camlScanf__make_scanf_1590 [353]
                0.00    0.00       2/1122        camlScanf__check_char_1173 <cycle 1> [243]
                0.00    0.00       4/1122        camlCore__Zone__t_of_sexp_11759 [36]
                0.00    0.00      27/1122        camlSexplib__Pre_sexp__parse_escaped_1534 [22137]
                0.00    0.00    1083/1122        camlGc__fun_1071 [18610]
[114]    0.0    0.00    0.00    1122         camlCamlinternalFormat__fun_74224 [114]
-----------------------------------------------
                0.00    0.00       1/1084        caml_program <cycle 1> [366]
                0.00    0.00       1/1084        camlCore__Core_filename__fun_5187 [2016]
                0.00    0.00      13/1084        camlHashtbl__add_1080 [20580]
                0.00    0.00     159/1084        camlPa_bench_lib__Benchmark_accumulator__entry [21009]
                0.00    0.00     910/1084        camlPa_bench_lib__Benchmark_accumulator__loop_1054 [21016]
[115]    0.0    0.00    0.00    1084         camlGc__create_alarm_1058 [115]
-----------------------------------------------
                0.00    0.00       1/1083        camlCore__Core_filename__fun_5187 [2016]
                0.00    0.00      13/1083        camlHashtbl__add_1080 [20580]
                0.00    0.00     159/1083        camlPa_bench_lib__Benchmark_accumulator__entry [21009]
                0.00    0.00     910/1083        camlPa_bench_lib__Benchmark_accumulator__loop_1054 [21016]
[116]    0.0    0.00    0.00    1083         camlGc__call_alarm_1056 [116]
-----------------------------------------------
                0.00    0.00       1/1083        camlCore__Core_filename__fun_5189 [2017]
                0.00    0.00      13/1083        camlHashtbl__remove_1086 [336]
                0.00    0.00     159/1083        camlPa_bench_lib__Benchmark_accumulator__entry [21009]
                0.00    0.00     910/1083        camlPa_bench_lib__Benchmark_accumulator__loop_1054 [21016]
[117]    0.0    0.00    0.00    1083         camlGc__fun_1069 [117]
-----------------------------------------------
                0.00    0.00    1071/1071        camlBytes__blit_1061 <cycle 2> [3]
[118]    0.0    0.00    0.00    1071         camlObj__set_double_field_1022 [118]
-----------------------------------------------
                0.00    0.00       1/1070        camlSexplib__Pre_sexp__find_sexp_1365 [21900]
                0.00    0.00    1069/1070        camlCamlinternalFormat__entry <cycle 1> [89]
[119]    0.0    0.00    0.00    1070         camlInt32__abs_1033 [119]
-----------------------------------------------
                0.00    0.00    1033/1033        camlArray__maxson_1109 [105]
[120]    0.0    0.00    0.00    1033         caml_fatal_uncaught_exception [120]
-----------------------------------------------
                0.00    0.00    1024/1024        caml_init_gc [23297]
[121]    0.0    0.00    0.00    1024         intern_add_to_heap [121]
-----------------------------------------------
                0.00    0.00     448/987         camlGraph__Blocks__fun_11044 [18841]
                0.00    0.00     539/987         camlGraph__Blocks__out_degree_2728 [19014]
[122]    0.0    0.00    0.00     987         camlFormat__pp_set_formatter_out_channel_1405 [122]
                0.00    0.00     987/3426        camlFormat__pp_get_formatter_out_functions_1383 [94]
                0.00    0.00     987/130317      camlMosynth__entry <cycle 1> [66]
-----------------------------------------------
                0.00    0.00     981/981         camlPrintexc__conv_1022 [21174]
[123]    0.0    0.00    0.00     981         camlCamlinternalFormat__fun_74167 [123]
-----------------------------------------------
                0.00    0.00     904/904         camlGraph__Blocks__iter_succ_2752 [18967]
[124]    0.0    0.00    0.00     904         camlFormat__pp_make_formatter_1414 [124]
                0.00    0.00     904/3426        camlFormat__pp_get_formatter_out_functions_1383 [94]
                0.00    0.00     904/130317      intern_rec <cycle 1> [65]
                0.00    0.00     904/904         camlFormat__pp_open_tbox_1310 [125]
-----------------------------------------------
                0.00    0.00     904/904         camlFormat__pp_make_formatter_1414 [124]
[125]    0.0    0.00    0.00     904         camlFormat__pp_open_tbox_1310 [125]
-----------------------------------------------
                                 120             camlMoGraph__is_decryptable_6032 <cycle 2> [126]
                                   8             camlMoSmt__start_1845 <cycle 2> [236]
                                  10             camlMoGraph__step_6073 <cycle 2> [148]
                                  24             camlMoSmt__nextiv_1834 <cycle 2> [215]
                                 112             camlBytes__blit_1061 <cycle 2> [3]
                                 120             camlMoGraph__get_child_vertex_6051 <cycle 2> [162]
                                 176             camlBytes__cat_1092 <cycle 2> [160]
                0.00    0.00      24/4307        camlMoSmt__out_1839 [23]
                0.00    0.00      80/4307        camlCore_kernel__Core_list__fun_5013 [17]
                0.00    0.00     108/4307        camlBytes__trim_1102 [13]
                0.00    0.00     144/4307        camlMap__cardinal_1329 [10]
[126]    0.0    0.00    0.00     806+120     camlMoGraph__is_decryptable_6032 <cycle 2> [126]
                0.00    0.00     462/10633       caml_apply11 [81]
                0.00    0.00     240/5899        caml_apply12 [86]
                0.00    0.00      48/130317      camlMosynth__entry <cycle 1> [66]
                0.00    0.00      16/72          camlBytes__init_1024 [173]
                                 120             camlFormat__strput_acc_1533 <cycle 2> [150]
                                 120             camlMap__equal_1314 <cycle 2> [98]
                                 120             camlBytes__cat_1092 <cycle 2> [160]
                                 108             camlBytes__iter_1073 <cycle 2> [106]
                                  52             camlBytes__blit_1061 <cycle 2> [3]
                                 120             camlMoGraph__is_decryptable_6032 <cycle 2> [126]
-----------------------------------------------
                                  12             camlWeak__loop_1183 <cycle 3> [128]
                0.00    0.00       5/1027        camlCryptokit__derive_2844 [17971]
                0.00    0.00      48/1027        camlWeak__find_or_1174 [185]
                0.00    0.00     348/1027        camlFilename__generic_quote_1008 [178]
                0.00    0.00     353/1027        camlWeak__fun_1417 [22816]
[127]    0.0    0.00    0.00     766         camlWeak__add_weak_1148 <cycle 3> [127]
                0.00    0.00      52/350         caml_gc_set [142]
                0.00    0.00      52/130317      intern_rec <cycle 1> [65]
                                  52             camlList__rev_sort_1267 <cycle 3> [152]
-----------------------------------------------
                                  12             camlWeak__loop_1183 <cycle 3> [128]
                                  55             camlList__rev_sort_1267 <cycle 3> [152]
                                 142             camlBytes__extend_1047 <cycle 3> [177]
                                 142             camlGenlex__make_lexer_1024 <cycle 3> [153]
                                 315             camlWeak__test_shrink_bucket_1132 <cycle 3> [169]
[128]    0.0    0.00    0.00     654+12      camlWeak__loop_1183 <cycle 3> [128]
                0.00    0.00     365/130317      intern_rec <cycle 1> [65]
                0.00    0.00      24/4253        camlCamlinternalLazy__force_lazy_block_1010 [90]
                0.00    0.00      24/130317      camlCamlinternalLazy__entry <cycle 1> [87]
                0.00    0.00       1/1127        camlCamlinternalLazy__fun_1029 [113]
                                  12             camlWeak__add_weak_1148 <cycle 3> [127]
                                  12             camlWeak__loop_1183 <cycle 3> [128]
-----------------------------------------------
                0.00    0.00      88/616         camlBytes__blit_1061 <cycle 2> [3]
                0.00    0.00     528/616         camlCore_kernel__Monad__Make_1088 [14586]
[129]    0.0    0.00    0.00     616         camlMoGraph__get_edges_6054 [129]
                0.00    0.00     528/41625       caml_input_value_from_malloc [69]
-----------------------------------------------
                0.00    0.00      73/604         camlMap__max_binding_1113 [20772]
                0.00    0.00      83/604         camlMap__remove_min_binding_1121 [20778]
                0.00    0.00     448/604         camlGraph__Blocks__fun_11044 [18841]
[130]    0.0    0.00    0.00     604         camlMap__min_binding_1105 [130]
-----------------------------------------------
                0.00    0.00       2/571         rijndaelEncrypt [23858]
                0.00    0.00       4/571         caml_parse_engine <cycle 1> [78]
                0.00    0.00       6/571         caml_sys_remove [260]
                0.00    0.00       9/571         caml_fl_add_blocks [23250]
                0.00    0.00      12/571         caml_ba_compare [22892]
                0.00    0.00     538/571         caml_hash [132]
[131]    0.0    0.00    0.00     571         caml_sys_time [131]
-----------------------------------------------
                0.00    0.00       1/543         caml_zlib_deflate [23657]
                0.00    0.00       4/543         caml_ba_compare [22892]
                0.00    0.00     538/543         camlCore__Zone__of_utc_offset_11743 [6902]
[132]    0.0    0.00    0.00     543         caml_hash [132]
                0.00    0.00     538/571         caml_sys_time [131]
                0.00    0.00       5/130317      _fini <cycle 1> [24100]
-----------------------------------------------
                0.00    0.00       2/537         extern_value <cycle 1> [88]
                0.00    0.00     535/537         caml_nativeint_format [23434]
[133]    0.0    0.00    0.00     537         caml_serialize_block_2 [133]
                0.00    0.00    2350/2350        caml_output_value [101]
-----------------------------------------------
                0.00    0.00     535/535         caml_asin_float [22885]
[134]    0.0    0.00    0.00     535         caml_sinh_float [134]
-----------------------------------------------
                                   1             caml_program <cycle 1> [366]
                0.00    0.00       1/130317      camlSexplib__Conv__get_flc_error_1684 [21551]
                0.00    0.00     190/130317      camlSexplib__Conv__find_auto_1514 [21511]
                0.00    0.00     216/130317      camlSexplib__Conv__of_string__of__of_sexp_1679 [21568]
[135]    0.0    0.00    0.00     408         camlSet__sub_1301 <cycle 1> [135]
                                 407             camlParsing__entry <cycle 1> [136]
-----------------------------------------------
                                 407             camlSet__sub_1301 <cycle 1> [135]
[136]    0.0    0.00    0.00     407         camlParsing__entry <cycle 1> [136]
                                2035             _fini <cycle 1> [24100]
-----------------------------------------------
                0.00    0.00      26/394         camlMap__split_1234 [20780]
                0.00    0.00     368/394         camlGraph__Blocks__remove_edge_3199 [19027]
[137]    0.0    0.00    0.00     394         camlMap__concat_1221 [137]
-----------------------------------------------
                0.00    0.00      26/368         camlMap__split_1234 [20780]
                0.00    0.00     342/368         camlGraph__Blocks__remove_edge_3199 [19027]
[138]    0.0    0.00    0.00     368         camlMap__mapi_1160 [138]
-----------------------------------------------
                0.00    0.00       1/368         camlMoGraph__assign_families_5996 [20796]
                0.00    0.00       2/368         camlMoGraph__replace_edge_5988 [32]
                0.00    0.00      10/368         camlMoGraph__step_6073 <cycle 2> [148]
                0.00    0.00      13/368         camlMoGraph__display_with_feh_5721 [14]
                0.00    0.00     126/368         camlBytes__blit_1061 <cycle 2> [3]
                0.00    0.00     216/368         camlMap__equal_1314 <cycle 2> [98]
[139]    0.0    0.00    0.00     368         camlMoSmt__create_1800 [139]
                0.00    0.00     368/10633       caml_apply11 [81]
-----------------------------------------------
                                   1             caml_program <cycle 1> [366]
                0.00    0.00       1/130317      camlCore_kernel__Core_string__fun_13915 [11789]
                0.00    0.00       1/130317      camlCryptokit__entry [37]
                0.00    0.00       1/130317      camlCamlinternalFormatBasics__concat_fmtty_1224 [1069]
                0.00    0.00       2/130317      camlCore__Blang__entry [1555]
                0.00    0.00      17/130317      camlStream__get_data_1035 [207]
                0.00    0.00      55/130317      camlList__rev_sort_1267 <cycle 3> [152]
                0.00    0.00     142/130317      camlBytes__extend_1047 <cycle 3> [177]
                0.00    0.00     142/130317      camlBytes__concat_1081 [190]
[140]    0.0    0.00    0.00     362         camlGenlex__next_token_1071 <cycle 1> [140]
                0.00    0.00     248/4253        camlCamlinternalLazy__force_lazy_block_1010 [90]
                0.00    0.00      46/1127        camlCamlinternalLazy__fun_1029 [113]
                                 284             camlCamlinternalLazy__entry <cycle 1> [87]
                                 284             intern_rec <cycle 1> [65]
                                 142             camlLazy__entry <cycle 1> [109]
                                  17             camlBytes__escaped_1107 <cycle 1> [155]
                                  10             _fini <cycle 1> [24100]
-----------------------------------------------
                0.00    0.00       5/353         camlCryptokit__derive_2844 [17971]
                0.00    0.00     348/353         camlFilename__generic_quote_1008 [178]
[141]    0.0    0.00    0.00     353         camlWeak__loop_1207 [141]
                0.00    0.00     353/130317      camlLazy__entry <cycle 1> [109]
-----------------------------------------------
                0.00    0.00       1/350         camlMoGraph__parents_6005 [340]
                0.00    0.00       1/350         camlCryptokit__entry [37]
                0.00    0.00       1/350         camlGraph__Blocks__fun_11257 [18844]
                0.00    0.00       1/350         camlSet__entry [21472]
                0.00    0.00       1/350         camlMap__compare_aux_1301 [20755]
                0.00    0.00       2/350         camlSet__fun_2002 <cycle 1> [357]
                0.00    0.00       2/350         camlFormat__format_pp_token_1134 <cycle 1> [262]
                0.00    0.00      15/350         camlCore_kernel__Core_array__equal_2765 [8380]
                0.00    0.00      16/350         camlList__sort_1266 [184]
                0.00    0.00      21/350         camlFormat__fun_2087 [18494]
                0.00    0.00      36/350         camlList__rev_merge_1246 [193]
                0.00    0.00      48/350         camlWeak__loop_1164 <cycle 1> [85]
                0.00    0.00      51/350         camlWeak__test_shrink_bucket_1132 <cycle 3> [169]
                0.00    0.00      52/350         camlWeak__add_weak_1148 <cycle 3> [127]
                0.00    0.00     102/350         camlList__rev_sort_1267 <cycle 3> [152]
[142]    0.0    0.00    0.00     350         caml_gc_set [142]
-----------------------------------------------
                0.00    0.00     348/348         camlFilename__generic_quote_1008 [178]
[143]    0.0    0.00    0.00     348         camlFilename__add_bs_1073 [143]
-----------------------------------------------
                0.00    0.00     348/348         camlFilename__loop_bs_1072 [18444]
[144]    0.0    0.00    0.00     348         camlWeak__fun_1377 [144]
-----------------------------------------------
                0.00    0.00     320/320         camlList__sort_1266 [184]
[145]    0.0    0.00    0.00     320         camlGenlex__get_string_1022 [145]
-----------------------------------------------
                0.00    0.00     320/320         camlList__rev_sort_1267 <cycle 3> [152]
[146]    0.0    0.00    0.00     320         camlWeak__loop_1139 [146]
-----------------------------------------------
                0.00    0.00     112/288         camlBytes__blit_1061 <cycle 2> [3]
                0.00    0.00     176/288         camlBytes__cat_1092 <cycle 2> [160]
[147]    0.0    0.00    0.00     288         camlMoGraph__get_parent_vertex_6046 [147]
                0.00    0.00     176/41625       caml_input_value_from_malloc [69]
-----------------------------------------------
                                  11             camlMoGraph__step_6073 <cycle 2> [148]
                                  10             camlBytes__cat_1092 <cycle 2> [160]
                                 216             camlMap__equal_1314 <cycle 2> [98]
                0.00    0.00      38/4307        camlBytes__map_1117 [18]
[148]    0.0    0.00    0.00     264+11      camlMoGraph__step_6073 <cycle 2> [148]
                0.00    0.00      40/6834        camlArg__add_help_1058 [84]
                0.00    0.00      40/1323        camlGc__print_stat_1043 [110]
                0.00    0.00      40/240         camlPrintexc__entry [149]
                0.00    0.00      35/10633       caml_apply11 [81]
                0.00    0.00      30/130317      camlMosynth__entry <cycle 1> [66]
                0.00    0.00      20/2366        camlArg__treat_action_1096 [100]
                0.00    0.00      20/77791       camlCore__entry [64]
                0.00    0.00      20/130317      camlCamlinternalFormat__parse_conversion_61792 <cycle 1> [99]
                0.00    0.00      10/368         camlMoSmt__create_1800 [139]
                0.00    0.00      10/130317      camlString__entry <cycle 1> [112]
                0.00    0.00       6/5899        caml_apply12 [86]
                0.00    0.00       6/102         camlMoGraph__f_6010 [164]
                0.00    0.00       5/5           camlBytes__copy_1030 [261]
                                  10             camlMoGraph__is_decryptable_6032 <cycle 2> [126]
                                   6             camlFormat__strput_acc_1533 <cycle 2> [150]
                                  11             camlMoGraph__step_6073 <cycle 2> [148]
-----------------------------------------------
                0.00    0.00       2/240         camlMoGeneration__process_4467 [239]
                0.00    0.00       2/240         camlMoSmt__create_vars_1803 [199]
                0.00    0.00       2/240         camlMoSmt__lt_bool_1831 [43]
                0.00    0.00       8/240         camlMoSmt__inc_1824 [22]
                0.00    0.00      10/240         camlMoSmt__dup_1816 <cycle 2> [263]
                0.00    0.00      10/240         camlMoSmt__msg_1828 [29]
                0.00    0.00      16/240         camlMoStack__cmp_prev_1833 <cycle 2> [67]
                0.00    0.00      16/240         camlMoSmt__nextiv_1834 <cycle 2> [215]
                0.00    0.00      22/240         camlMoGraph__find_6096 [28]
                0.00    0.00      26/240         camlHashtbl__find_rec_1094 [20593]
                0.00    0.00      40/240         camlMoGraph__step_6073 <cycle 2> [148]
                0.00    0.00      86/240         camlMoGraph__get_child_edge_6041 [15]
[149]    0.0    0.00    0.00     240         camlPrintexc__entry [149]
                0.00    0.00      13/39          camlArg__parse_dynamic_1134 [191]
-----------------------------------------------
                                   6             camlMoGraph__step_6073 <cycle 2> [148]
                                  20             camlMoSmt__nextiv_1834 <cycle 2> [215]
                                 120             camlMoGraph__is_decryptable_6032 <cycle 2> [126]
                0.00    0.00       1/4307        camlMoSmt__declare_consts_1814 [57]
                0.00    0.00       1/4307        camlMoSmt__msg_1828 [29]
                0.00    0.00       8/4307        camlMoSmt__inc_1824 [22]
                0.00    0.00       9/4307        camlMoGraph__step_6122 [30]
                0.00    0.00      11/4307        camlMoGraph__find_6096 [28]
                0.00    0.00      16/4307        camlMoGraph__has_6143 [20]
                0.00    0.00      16/4307        camlMoGraph__string_of_dir_6031 [26]
                0.00    0.00      21/4307        camlMoGraph__display_with_feh_5721 [14]
[150]    0.0    0.00    0.00     229         camlFormat__strput_acc_1533 <cycle 2> [150]
                0.00    0.00    2816/2816        camlFormat__pp_get_max_indent_1363 [97]
                               26496             camlFormat__pp_set_margin_1365 <cycle 2> [70]
-----------------------------------------------
                0.00    0.00     220/220         camlFormat__format_pp_token_1134 <cycle 1> [262]
[151]    0.0    0.00    0.00     220         camlFormat__peek_queue_1093 [151]
-----------------------------------------------
                                  10             camlList__rev_sort_1267 <cycle 3> [152]
                                  52             camlWeak__add_weak_1148 <cycle 3> [127]
                0.00    0.00       1/1027        camlTyperep_lib__Type_abstract__Make3_1513 [22439]
                0.00    0.00       1/1027        camlCryptokit__triple_des_encrypt_init_3518 [18344]
                0.00    0.00       1/1027        camlCryptokit__cipher_init_3713 [17954]
                0.00    0.00       1/1027        camlCryptokit__cipher_padded_encrypt_init_3737 [17957]
                0.00    0.00       1/1027        camlCryptokit__sha256_init_3965 [53]
                0.00    0.00       1/1027        camlCryptokit__sha384_init_3995 [54]
                0.00    0.00       1/1027        camlCryptokit__sha3_init_4056 [55]
                0.00    0.00       1/1027        camlCryptokit__mod_power_2629 [18297]
                0.00    0.00       1/1027        camlCryptokit__entry [37]
                0.00    0.00       1/1027        camlHashtbl__key_index_1077 [216]
                0.00    0.00       1/1027        camlFormat__advance_left_1179 [325]
                0.00    0.00       2/1027        camlCryptokit__cfb_encrypt_init_3608 [17953]
                0.00    0.00       5/1027        camlCore_kernel__Core_queue__entry [10482]
                0.00    0.00       5/1027        camlCryptokit__gen_exponent_2798 [18269]
                0.00    0.00      18/1027        camlWeak__resize_1142 [25]
                0.00    0.00      18/1027        camlWeak__add_1170 [22798]
                0.00    0.00      96/1027        camlWeak__add_aux_1143 [165]
[152]    0.0    0.00    0.00     207+10      camlList__rev_sort_1267 <cycle 3> [152]
                0.00    0.00     520/130317      intern_rec <cycle 1> [65]
                0.00    0.00     320/320         camlWeak__loop_1139 [146]
                0.00    0.00     102/350         caml_gc_set [142]
                0.00    0.00      96/97          camlFilename__is_implicit_1060 [166]
                0.00    0.00      58/130317      caml_MD5Transform <cycle 1> [167]
                0.00    0.00      55/130317      camlGenlex__next_token_1071 <cycle 1> [140]
                0.00    0.00      14/27          camlHashtbl__replace_1264 [198]
                                 185             camlGenlex__make_lexer_1024 <cycle 3> [153]
                                 142             camlWeak__loop_1228 <cycle 3> [157]
                                  55             camlWeak__loop_1183 <cycle 3> [128]
                                  43             camlWeak__test_shrink_bucket_1132 <cycle 3> [169]
                                  10             camlList__rev_sort_1267 <cycle 3> [152]
-----------------------------------------------
                                 185             camlList__rev_sort_1267 <cycle 3> [152]
                0.00    0.00       4/1027        camlCryptokit__sub_mod_2576 [18334]
[153]    0.0    0.00    0.00     189         camlGenlex__make_lexer_1024 <cycle 3> [153]
                0.00    0.00     644/130317      intern_rec <cycle 1> [65]
                0.00    0.00     640/130317      camlCamlinternalLazy__entry <cycle 1> [87]
                0.00    0.00     544/4253        camlCamlinternalLazy__force_lazy_block_1010 [90]
                0.00    0.00      95/1127        camlCamlinternalLazy__fun_1029 [113]
                                 142             camlWeak__loop_1183 <cycle 3> [128]
-----------------------------------------------
                0.00    0.00      26/182         camlGraph__Blocks__remove_edge_3199 [19027]
                0.00    0.00     156/182         camlGraph__Blocks__fun_11044 [18841]
[154]    0.0    0.00    0.00     182         camlMap__add_1082 [154]
-----------------------------------------------
                                  17             camlGenlex__next_token_1071 <cycle 1> [140]
                0.00    0.00       2/130317      camlMoGraph__replace_edge_5988 [32]
                0.00    0.00      16/130317      camlMoGraph__is_connected_6114 <cycle 2> [240]
                0.00    0.00     142/130317      camlWeak__loop_1228 <cycle 3> [157]
[155]    0.0    0.00    0.00     177         camlBytes__escaped_1107 <cycle 1> [155]
                                  51             caml_input_val_from_string <cycle 1> [161]
-----------------------------------------------
                0.00    0.00     176/176         camlFormat__pp_set_margin_1365 <cycle 2> [70]
[156]    0.0    0.00    0.00     176         camlMoGraph__get_parent_vertices_6044 [156]
-----------------------------------------------
                                  54             camlWeak__loop_1228 <cycle 3> [157]
                                 142             camlList__rev_sort_1267 <cycle 3> [152]
                0.00    0.00      18/1027        camlWeak__resize_1142 [25]
[157]    0.0    0.00    0.00     160+54      camlWeak__loop_1228 <cycle 3> [157]
                0.00    0.00     142/130317      camlBytes__escaped_1107 <cycle 1> [155]
                0.00    0.00      31/33          camlArray__iteri_1065 [194]
                0.00    0.00      31/49          camlList__sort_1266 [184]
                                  18             camlBytes__extend_1047 <cycle 3> [177]
                                  54             camlWeak__loop_1228 <cycle 3> [157]
-----------------------------------------------
                                 150             camlWeak__count_bucket_1122 [158]
                0.00    0.00       1/150         camlCryptokit__fun_4805 [18047]
                0.00    0.00       1/150         camlCryptokit__triple_des_encrypt_init_3518 [18344]
                0.00    0.00       1/150         camlCryptokit__ripemd160_init_4085 [52]
                0.00    0.00       1/150         camlCryptokit__des_final_triple_des_2410 [17975]
                0.00    0.00       1/150         camlCryptokit__mod_power_CRT_2641 [18299]
                0.00    0.00       2/150         camlCryptokit__cipher_padded_decrypt_init_3759 [17956]
                0.00    0.00       2/150         camlCryptokit__sha3_init_4056 [55]
                0.00    0.00       2/150         camlCryptokit__compress_init_4518 [17962]
                0.00    0.00       3/150         camlCryptokit__cipher_init_3713 [17954]
                0.00    0.00       3/150         camlCryptokit__cipher_padded_encrypt_init_3737 [17957]
                0.00    0.00       3/150         camlCryptokit__mac_final_triple_init_3818 [18288]
                0.00    0.00       3/150         camlCryptokit__sha256_init_3965 [53]
                0.00    0.00       3/150         camlCryptokit__sha384_init_3995 [54]
                0.00    0.00       5/150         camlCryptokit__mac_init_3792 [18289]
                0.00    0.00       5/150         camlCryptokit__cipher_init_3875 [17955]
                0.00    0.00       6/150         camlCryptokit__sha1_init_3905 [18321]
                0.00    0.00       6/150         camlCryptokit__sha512_init_4025 [18329]
                0.00    0.00      10/150         camlCryptokit__gen_exponent_2798 [18269]
                0.00    0.00      92/150         camlWeak__test_shrink_bucket_1132 <cycle 3> [169]
[158]    0.0    0.00    0.00     150+150     camlWeak__count_bucket_1122 [158]
                0.00    0.00      18/130317      intern_rec <cycle 1> [65]
                                 150             camlWeak__count_bucket_1122 [158]
-----------------------------------------------
                0.00    0.00      12/146         camlMoSmt__nextiv_1834 <cycle 2> [215]
                0.00    0.00      15/146         camlMoStack__ofhexstr_1862 [8]
                0.00    0.00      38/146         camlMoGraph__f_5702 [73]
                0.00    0.00      81/146         camlMoGraph__fun_8141 [20817]
